fid,ID,X_,Y_,OrigID_2,03_08_22,W_6_07_22,W_6_07,W_6_07_i,Befall_6_0,W_03_08_i,W_3_08_s,Befall_3_0,06_07_22,Bef_6_07_n,_W_22_09_i,_Bef_22_09,WKT_Geom,Pixel_Area_OM,Pixel_Area_CHM,Pos,Befallsart,Befallsart_,Befall__,fid_3,OID_,OrigID,fid_2,OrigID_2_2,_NDVI_4_3count,_NDVI_4_3sum,_NDVI_4_3mean,_NDVI_4_3median,_NDVI_4_3stdev,_NDVI_4_3min,_NDVI_4_3max,_NDVI_4_3range,_NDVI_4_3variety,_NDVI_5_3count,_NDVI_5_3sum,_NDVI_5_3mean,_NDVI_5_3median,_NDVI_5_3stdev,_NDVI_5_3min,_NDVI_5_3max,_NDVI_5_3range,_NDVI_5_3variety,_OSAVIcount,_OSAVIsum,_OSAVImean,_OSAVImedian,_OSAVIstdev,_OSAVImin,_OSAVImax,_OSAVIrange,_OSAVIvariety,_GNDVIcount,_GNDVIsum,_GNDVImean,_GNDVImedian,_GNDVIstdev,_GNDVImin,_GNDVImax,_GNDVIrange,_GNDVIvariety,_NDWIcount,_NDWIsum,_NDWImean,_NDWImedian,_NDWIstdev,_NDWImin,_NDWImax,_NDWIrange,_NDWIvariety,_RVIcount,_RVIsum,_RVImean,_RVImedian,_RVIstdev,_RVImin,_RVImax,_RVIrange,_RVIvariety,_TSAVIcount,_TSAVIsum,_TSAVImean,_TSAVImedian,_TSAVIstdev,_TSAVImin,_TSAVImax,_TSAVIrange,_TSAVIvariety,_PC1_SBcount,_PC1_SBsum,_PC1_SBmean,_PC1_SBmedian,_PC1_SBstdev,_PC1_SBmin,_PC1_SBmax,_PC1_SBrange,_PC1_SBvariety,_PC2_SBcount,_PC2_SBsum,_PC2_SBmean,_PC2_SBmedian,_PC2_SBstdev,_PC2_SBmin,_PC2_SBmax,_PC2_SBrange,_PC2_SBvariety,_PC3_SBcount,_PC3_SBsum,_PC3_SBmean,_PC3_SBmedian,_PC3_SBstdev,_PC3_SBmin,_PC3_SBmax,_PC3_SBrange,_PC3_SBvariety,_CHM_count,_CHM_sum,_CHM_mean,_CHM_median,_CHM_stdev,_CHM_min,_CHM_max,_CHM_range,_CHM_variety,fid_4,OID__2,OrigID_3,CLASS_NR,CLASS_ID,QUALITY,CLASS_NR_2,CLASS_ID_2,QUALITY_2,CLASS_NR_3,CLASS_ID_3,QUALITY_3,CLASS_NR_4,CLASS_ID_4,QUALITY_4,MASK
"1044","1044",359974.4931,5530779.6327,4862,"0",0,,0,No_Esca,0,"0",No_Esca,"0",No_Esca,"0",T,"PolygonZM ((359973.8180416 5530779.2398945 184.195 0, 359974.22846578 5530780.36752564 184.195 0, 359975.1681584 5530780.0255055 184.195 0, 359974.757",0.000625,0.00121104,"0",,,,"1048","13962","4862","1044",4862,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,"1048","13962","4862",,,,,,,,,,,,,OBIA_SAGA_Mask
"1045","1045",359974.1871,5530778.4537,4863,"3",3,,3,No_Esca,3,"3",No_Esca,"3",No_Esca,"3",,"PolygonZM ((359973.5120416 5530778.0608945 183.835 0, 359973.92246578 5530779.18852564 183.835 0, 359974.8621584 5530778.8465055 183.835 0, 359974.451",0.000625,0.00121104,"0",,,,"1049","13963","4863","1045",4863,4639,2844.41257721931,0.613152096835376,0.699337303638458,0.185295595015034,0.0738628283143044,0.776261687278748,0.702398858964443,0,4728,3550.41170549393,0.750933101838817,0.825608670711517,0.166573602443754,0.136647611856461,0.884370148181915,0.747722536325455,0,4728,3318.98906716704,0.701985843309442,0.807376861572266,0.222014460290373,0.085679903626442,0.900450110435486,0.814770206809044,0,4728,1782.08572671562,0.376921685007535,0.403511583805084,0.0905602008120657,0.0537536852061749,0.51309609413147,0.459342408925295,0,4728,-1782.08572671562,-0.376921685007535,-0.403511583805084,0.0905602008120654,-0.51309609413147,-0.0537536852061749,0.459342408925295,0,4728,22989.2935564518,4.8623717335981,5.45992136001587,1.95855857766897,1.10926949977875,8.12370204925537,7.01443254947662,0,4728,4930.50812095404,1.04283166686845,1.09105396270752,0.0997362483736186,0.742835402488708,1.13172030448914,0.388884902000427,0,496,10419,21.0060483870968,22,6.21733104736248,6,31,25,0,496,58472,117.887096774194,109,36.2407851863908,64,198,134,0,496,76632,154.5,154,4.2421654543329,147,164,17,0,4728,2446.25025939941,0.517396416962651,0.0325469970703125,0.666959853138273,-0.011444091796875,1.7415771484375,1.75302124023438,0,"1049","13963","4863","4","5.000000",2.046891982,"4","5.000000",59.921423309,"4","5.000000",0.0639803228,"4","5.000000",2.046891982,OBIA_SAGA_Mask
"1046","1046",359995.2881,5530851.336,4901,"9",9,,9,No_Esca,9,"9",No_Esca,"9",No_Esca,"9",,"PolygonZM ((359994.6130416 5530850.9431945 206.259 0, 359995.02346578 5530852.07082564 206.259 0, 359995.9631584 5530851.7288055 206.259 0, 359995.552",0.000625,0.00121104,"0",,,,"1050","14001","4901","1046",4901,8463,5171.25058101118,0.611042252275928,0.667300999164581,0.139257771410532,0.117627516388893,0.765268921852112,0.647641405463219,0,8636,7001.81587398052,0.81077071259617,0.848488926887512,0.100846621861622,0.295342981815338,0.905842959880829,0.610499978065491,0,8636,6111.70255593956,0.707700620187535,0.775838851928711,0.163027594348481,0.136446103453636,0.887701153755188,0.751255050301552,0,8636,3715.10097563267,0.430187699818512,0.44533583521843,0.0659112948838167,0.193347558379173,0.574939906597137,0.381592348217964,0,8636,-3715.10097563267,-0.430187699818512,-0.44533583521843,0.0659112948838171,-0.574939906597137,-0.193347558379173,0.381592348217964,0,8636,40392.8256384134,4.6772609585935,5.06596708297729,1.51163257631523,1.1523619890213,8.2504243850708,7.0980623960495,0,8636,9086.03527486324,1.05211154178592,1.08180022239685,0.0707737001646435,0.755505323410034,1.13304615020752,0.377540826797485,0,922,19342,20.9783080260304,22,8.2594563014377,4,37,33,0,922,96777,104.96420824295,97,40.8964596380189,39,192,153,0,922,146247,158.619305856833,159,5.32637365861023,138,168,30,0,8636,10138.821105957,1.17401819198206,1.1868896484375,0.528248910994644,0,1.83976745605469,1.83976745605469,0,"1050","14001","4901","6","9.000000",6.8379017079,"6","9.000000",99.821276019,"6","9.000000",0.2609299011,"6","9.000000",6.8379017079,OBIA_SAGA_Mask
"1047","1047",359994.9821,5530850.153,4902,1E/E4,,,1,E E4,1,"1",E/E4,1E/E4,E/E4,"1",na,"PolygonZM ((359994.3070416 5530849.7601945 205.9 0, 359994.71746578 5530850.88782564 205.9 0, 359995.6571584 5530850.5458055 205.9 0, 359995.24673422 ",0.000625,0.00121104,"3",/E4,"4",1E/E,"1051","14002","4902","1047",4902,7929,4205.12698600441,0.53034770916943,0.574671447277069,0.175567264034735,0.0646492466330528,0.785305023193359,0.720655776560307,0,7997,5695.38229215145,0.712189857715575,0.745182633399963,0.153620862838399,0.194172963500023,0.887644708156586,0.693471744656563,0,7997,4887.71896106005,0.611194067907971,0.66660064458847,0.209381574386518,0.0749919414520264,0.910943210124969,0.835951268672943,0,7997,3049.07666271925,0.381277561925628,0.386237889528275,0.0691268398990687,0.15282067656517,0.538609325885773,0.385788649320602,0,7997,-3049.07666271925,-0.381277561925628,-0.386237889528275,0.0691268398990685,-0.538609325885773,-0.15282067656517,0.385788649320602,0,7997,30860.1667151451,3.85896795237528,3.76129031181335,1.74254651235088,1.13823533058167,8.3155403137207,7.17730498313904,0,7997,8067.56506979465,1.00882394270285,1.03920435905457,0.0934430473994599,0.751431465148926,1.13371288776398,0.382281422615051,0,849,16340,19.24617196702,19,8.0803933229214,5,38,33,0,849,108743,128.083627797409,133,42.0077543801625,34,193,159,0,849,131906,155.366313309776,155,5.33153789279493,133,166,33,0,7997,6542.46363830566,0.81811474781864,0.795944213867188,0.690011664887688,0,1.90476989746094,1.90476989746094,0,"1051","14002","4902","6","9.000000",3.0391576529,"5","7.000000",47.33481299,"6","9.000000",0.2515488852,"6","9.000000",3.0391576529,OBIA_SAGA_Mask
"1048","1048",359994.6761,5530848.969,4903,"7",7,,7,No_Esca,7,"7",No_Esca,"7",No_Esca,"9",,"PolygonZM ((359994.0010416 5530848.5761945 205.541 0, 359994.41146578 5530849.70382564 205.541 0, 359995.3511584 5530849.3618055 205.541 0, 359994.940",0.000625,0.00121104,"0",,,,"1052","14003","4903","1048",4903,6198,3956.90680116415,0.638416715257204,0.675460457801819,0.104637614919732,0.193975225090981,0.762158155441284,0.568182930350304,0,6243,5166.84343451262,0.827621886034377,0.84684681892395,0.0657244908784657,0.427898317575455,0.88245964050293,0.454561322927475,0,6243,4642.94903084636,0.743704794305039,0.784174263477325,0.113414799782408,0.225006192922592,0.88409024477005,0.659084051847458,0,6243,2761.76741683483,0.442378250333947,0.447124630212784,0.047385156178808,0.247073709964752,0.535121321678162,0.288047611713409,0,6243,-2761.76741683483,-0.442378250333947,-0.447124630212784,0.0473851561788081,-0.535121321678162,-0.247073709964752,0.288047611713409,0,6243,30704.6685173512,4.91825540883408,5.14699697494507,1.21229575991322,1.33265006542206,7.40894842147827,6.07629835605621,0,6243,6667.25152337551,1.06795635485752,1.08380711078644,0.0488231144476188,0.801627159118652,1.12345814704895,0.321830987930298,0,668,14089,21.0913173652695,21,7.21436416882024,7,36,29,0,668,70172,105.047904191617,104,32.2353449751583,38,181,143,0,668,105136,157.389221556886,158,5.19914813312659,143,166,23,0,6243,6673.37892150879,1.06893783781976,1.13276672363281,0.536397170754485,0,1.80473327636719,1.80473327636719,0,"1052","14003","4903","6","9.000000",3.6513792947,"6","9.000000",95.345088737,"6","9.000000",0.1504356659,"6","9.000000",3.6513792947,OBIA_SAGA_Mask
"1049","1049",359994.3691,5530847.786,4904,"7",7,,7,No_Esca,7,"7",No_Esca,"7",No_Esca,"7",,"PolygonZM ((359993.6940416 5530847.3931945 205.182 0, 359994.10446578 5530848.52082564 205.182 0, 359995.0441584 5530848.1788055 205.182 0, 359994.633",0.000625,0.00121104,"0",,,,"1053","14004","4904","1049",4904,5395,3524.02037249506,0.653201181185367,0.690876305103302,0.111475310529059,0.171306997537613,0.761094570159912,0.589787572622299,0,5468,4557.2684263587,0.833443384484034,0.852751702070236,0.0722987190924428,0.359518885612488,0.888351380825043,0.528832495212555,0,5468,4137.41881677508,0.756660354201734,0.801404297351837,0.132279189309315,0.19871224462986,0.882859706878662,0.684147462248802,0,5468,2432.60468667746,0.444880154842256,0.454575419425964,0.0546459630063564,0.229916900396347,0.536926567554474,0.307009667158127,0,5468,-2432.60468667746,-0.444880154842256,-0.454575419425964,0.0546459630063564,-0.536926567554474,-0.229916900396347,0.307009667158127,0,5468,28161.2504354715,5.15019210597504,5.46721315383911,1.40112538979623,1.4048033952713,7.71774959564209,6.31294620037079,0,5468,5853.75663644075,1.07054803153635,1.0912139415741,0.0585113258480519,0.817515254020691,1.12720143795013,0.309686183929443,0,587,11865,20.2129471890971,21,7.4942773853606,5,36,31,0,587,63185,107.640545144804,100,34.9532458474677,42,190,148,0,587,92638,157.81601362862,158,5.10371636513629,145,166,21,0,5468,6513.25012207031,1.19115766680145,1.57820129394531,0.654637302894509,0,1.88375854492188,1.88375854492188,0,"1053","14004","4904","6","9.000000",6.1898547812,"6","9.000000",91.108401143,"6","9.000000",0.2725732372,"6","9.000000",6.1898547812,OBIA_SAGA_Mask
"1050","1050",359994.0631,5530846.603,4905,"7",7,,7,No_Esca,7,"7",No_Esca,"7",No_Esca,"7",,"PolygonZM ((359993.3880416 5530846.2101945 204.824 0, 359993.79846578 5530847.33782564 204.824 0, 359994.7381584 5530846.9958055 204.824 0, 359994.327",0.000625,0.00121104,"0",,,,"1054","14005","4905","1050",4905,5700,3883.66847497225,0.681345346486359,0.723221242427826,0.157945368752136,0.146385386586189,0.861545443534851,0.715160056948662,0,5776,4805.30424714088,0.831943256083948,0.868493854999542,0.127212996572611,0.315817683935165,0.950556874275208,0.634739190340042,0,5776,4589.80004306138,0.794632971444144,0.84346467256546,0.179994766037818,0.088394783437252,0.999368488788605,0.910973705351353,0,5776,2562.96029928327,0.443725813587823,0.457037925720215,0.0673963528052448,0.181962862610817,0.557091176509857,0.37512831389904,0,5776,-2562.96029928327,-0.443725813587823,-0.457037925720215,0.0673963528052442,-0.557091176509857,-0.181962862610817,0.37512831389904,0,5776,36519.1191214323,6.32256217476321,6.25295352935791,2.47214038968862,1.342977643013,13.4451751708984,12.1021975278854,0,5776,6258.10104960203,1.0834662481998,1.10645842552185,0.0791735842486933,0.803980946540833,1.16685283184052,0.362871885299683,0,618,14325,23.1796116504854,24,5.87175002813249,5,37,32,0,618,58174,94.1326860841424,87,32.6893567524433,40,195,155,0,618,96720,156.504854368932,156,4.90500131740812,132,167,35,0,5776,6082.2887878418,1.05302783723023,0.94488525390625,0.478005098825767,0,1.81355285644531,1.81355285644531,0,"1054","14005","4905","6","9.000000",2.7234945489,"5","7.000000",84.291355558,"6","9.000000",0.1472412137,"6","9.000000",2.7234945489,OBIA_SAGA_Mask
"1051","1051",359993.7571,5530845.42,4906,"7",7,,7,No_Esca,7,"7",No_Esca,"7",No_Esca,"7",,"PolygonZM ((359993.0820416 5530845.0271945 204.465 0, 359993.49246578 5530846.15482564 204.465 0, 359994.4321584 5530845.8128055 204.465 0, 359994.021",0.000625,0.00121104,"0",,,,"1055","14006","4906","1051",4906,5324,3652.41372561455,0.686028122767571,0.718807995319366,0.123468481711109,0.155590921640396,0.870027840137482,0.714436918497086,0,5495,4584.30080217123,0.834267661905592,0.864135026931763,0.101289918450671,0.378296196460724,0.934058606624603,0.555762410163879,0,5495,4337.66922049224,0.789384753501773,0.833802700042725,0.152385398885354,0.180482596158981,1.00921905040741,0.828736454248428,0,5495,2440.54071709514,0.44413843805189,0.450698256492615,0.045058246570203,0.231048479676247,0.541321158409119,0.310272678732872,0,5495,-2440.54071709514,-0.44413843805189,-0.450698256492615,0.0450582465702032,-0.541321158409119,-0.231048479676247,0.310272678732872,0,5495,32841.5935213566,5.97663212399574,6.02780532836914,1.96681967509398,1.31141996383667,16.8528861999512,15.5414662361145,0,5495,5965.2847391367,1.08558411995208,1.10245907306671,0.064256765152328,0.796700060367584,1.17812275886536,0.381422698497772,0,585,12839,21.9470085470085,23,6.89572607197791,6,35,29,0,585,59427,101.584615384615,96,32.269486567245,37,188,151,0,585,91105,155.735042735043,156,6.45509559853361,123,167,44,0,5495,6819.27017211914,1.24099548173233,1.45553588867188,0.527240523634242,0,1.85279846191406,1.85279846191406,0,"1055","14006","4906","6","9.000000",6.8059083162,"6","9.000000",69.388323059,"6","9.000000",0.3274163665,"6","9.000000",6.8059083162,OBIA_SAGA_Mask
"1052","1052",359993.4511,5530844.236,4907,"5",7,,7,No_Esca,5,"5",No_Esca,"7",No_Esca,"5",,"PolygonZM ((359992.7760416 5530843.8431945 204.106 0, 359993.18646578 5530844.97082564 204.106 0, 359994.1261584 5530844.6288055 204.106 0, 359993.715",0.000625,0.00121104,"0",,,,"1056","14007","4907","1052",4907,4674,2892.20961622894,0.618786824182486,0.668661564588547,0.164890069207244,0.106248304247856,0.808960258960724,0.702711954712868,0,4724,3747.50108766556,0.793289815339873,0.839460045099258,0.142673110718138,0.253704398870468,0.932996213436127,0.679291814565659,0,4724,3362.20439761877,0.711728280613626,0.771477937698364,0.191746708797791,0.123246252536774,0.938375771045685,0.815129518508911,0,4724,1980.6404260993,0.419271893755144,0.426837980747223,0.0750466467214401,0.161713033914566,0.613259673118591,0.451546639204025,0,4724,-1980.6404260993,-0.419271893755144,-0.426837980747223,0.0750466467214402,-0.613259673118591,-0.161713033914566,0.451546639204025,0,4724,23250.9953688383,4.92188724996577,5.00590562820435,1.92041876428216,1.23775804042816,10.5532255172729,9.31546747684479,0,4724,4967.57882642746,1.05156198696602,1.08027517795563,0.0839485882268064,0.778619468212128,1.15190637111664,0.37328690290451,0,521,9786,18.7831094049904,19,6.5664317287473,5,34,29,0,521,63403,121.694817658349,125,30.5415131099847,53,188,135,0,521,82051,157.487523992322,158,5.86085765145792,142,168,26,0,4724,3786.69653320312,0.801586903726318,0.695709228515625,0.558777537054445,0,1.75453186035156,1.75453186035156,0,"1056","14007","4907","6","9.000000",2.518354981,"6","9.000000",64.396824133,"6","9.000000",0.132157907,"6","9.000000",2.518354981,OBIA_SAGA_Mask
"1053","1053",359993.1451,5530843.053,4908,"7",7,,7,No_Esca,7,"7",No_Esca,"7",No_Esca,"7",,"PolygonZM ((359992.4700416 5530842.6601945 203.747 0, 359992.88046578 5530843.78782564 203.747 0, 359993.8201584 5530843.4458055 203.747 0, 359993.409",0.000625,0.00121104,"0",,,,"1057","14008","4908","1053",4908,5715,3619.51730626822,0.633336361551744,0.694099366664886,0.196376266227307,0.047929622232914,0.845466554164886,0.797536931931973,0,5834,4586.88640290499,0.786233528094787,0.859516084194183,0.194452245214576,0.176111191511154,0.934598445892334,0.75848725438118,0,5834,4192.93659111857,0.718706991964102,0.794725596904755,0.235898146204186,0.0555976890027523,0.980715274810791,0.925117585808039,0,5834,2433.13716250658,0.417061563679565,0.435838162899017,0.0901160977054353,0.101782120764256,0.600986838340759,0.499204717576504,0,5834,-2433.13716250658,-0.417061563679565,-0.435838162899017,0.0901160977054351,-0.600986838340759,-0.101782120764256,0.499204717576504,0,5834,31783.4536899328,5.44796943605293,5.40199851989746,2.48559907570919,1.09110271930695,11.9421844482422,10.8510817289352,0,5834,6146.88920867443,1.05363202068468,1.08976948261261,0.104372253057927,0.737269878387451,1.15994250774384,0.422672629356384,0,635,11673,18.3826771653543,18,6.50790064349031,7,35,28,0,635,78686,123.914960629921,128,33.6400915639586,41,183,142,0,635,100216,157.820472440945,159,5.99731355321193,133,168,35,0,5834,4355.74678039551,0.746614120739717,0.667312622070312,0.67230825170412,0,1.81108093261719,1.81108093261719,0,"1057","14008","4908","5","7.000000",3.4035665925,"5","7.000000",40.641052311,"5","7.000000",0.1142539467,"5","7.000000",3.4035665925,OBIA_SAGA_Mask
"1054","1054",359992.8391,5530841.87,4909,5E/E2,7,,7,No_Esca,5,"5",E/E2,"7",No_Esca,"5",E,"PolygonZM ((359992.1640416 5530841.4771945 203.388 0, 359992.57446578 5530842.60482564 203.388 0, 359993.5141584 5530842.2628055 203.388 0, 359993.103",0.000625,0.00121104,"3",/E2,"2",5E,"1058","14009","4909","1054",4909,5286,3605.54530934989,0.682093323751399,0.725280582904816,0.139648043516001,0.10696318000555,0.819296896457672,0.712333716452122,0,5414,4494.98942297697,0.830252941074431,0.866024851799011,0.129053719179019,0.265971481800079,0.924760580062866,0.658789098262787,0,5414,4227.68290299922,0.780879738271005,0.843717575073242,0.178326869549248,0.124075837433338,0.950367748737335,0.826291911303997,0,5414,2394.58066962659,0.442294176140856,0.453050047159195,0.0614563994064131,0.181881964206696,0.546632349491119,0.364750385284424,0,5414,-2394.58066962659,-0.442294176140856,-0.453050047159195,0.0614563994064131,-0.546632349491119,-0.181881964206696,0.364750385284424,0,5414,32133.8921627998,5.93533287085331,6.36524295806885,2.03950476338572,1.23954927921295,10.618444442749,9.37889516353607,0,5414,5837.99447029829,1.07831445701852,1.10835659503937,0.0800490242917751,0.779078423976898,1.15232801437378,0.373249590396881,0,564,12853,22.7890070921986,24,7.0765685482718,7,37,30,0,564,54700,96.9858156028369,88,37.5513805575987,35,189,154,0,564,88003,156.033687943262,156,5.90803634816789,132,167,35,0,5414,5884.09385681152,1.08682930491532,1.07064819335938,0.568293751497729,0,1.84246826171875,1.84246826171875,0,"1058","14009","4909","6","9.000000",3.5758520508,"6","9.000000",93.342267097,"6","9.000000",0.1748201979,"6","9.000000",3.5758520508,OBIA_SAGA_Mask
"1055","1055",359992.532,5530840.686,4910,"5",5,,5,No_Esca,5,"5",No_Esca,"5",No_Esca,"5",,"PolygonZM ((359991.8569416 5530840.2931945 203.029 0, 359992.26736578 5530841.42082564 203.029 0, 359993.2070584 5530841.0788055 203.029 0, 359992.796",0.000625,0.00121104,"0",,,,"1059","14010","4910","1055",4910,6257,4275.50250515342,0.68331508792607,0.711596071720123,0.116154045511364,0.116824731230736,0.867239534854889,0.750414803624153,0,6388,5360.33813023567,0.839126194463944,0.860622823238373,0.0771423374873602,0.204272970557213,0.942634344100952,0.738361373543739,0,6388,5044.24843522906,0.789644401256898,0.819732129573822,0.139036953459288,0.105220645666122,1.00596332550049,0.900742679834366,0,6388,2821.89989110827,0.441750139497225,0.450395494699478,0.0545795284416867,0.209185138344765,0.578509926795959,0.369324788451195,0,6388,-2821.89989110827,-0.441750139497225,-0.450395494699478,0.0545795284416862,-0.578509926795959,-0.209185138344765,0.369324788451195,0,6388,38312.4707744122,5.99756900037761,5.87743043899536,2.24404222858971,1.17153584957123,14.6097564697266,13.4382206201553,0,6388,6928.34012925625,1.08458674534381,1.09963345527649,0.0588936740113438,0.760915815830231,1.17127072811127,0.410354912281036,0,700,13758,19.6542857142857,20,6.64103446576738,6,34,28,0,700,78893,112.704285714286,109,31.0208175986675,52,188,136,0,700,110039,157.198571428571,157,4.93405057757223,142,166,24,0,6388,6333.42359924316,0.991456418165805,0.950927734375,0.572495024224738,0,1.87258911132812,1.87258911132812,0,"1059","14010","4910","6","9.000000",1.3573050738,"6","9.000000",68.77116063,"6","9.000000",0.0947557504,"6","9.000000",1.3573050738,OBIA_SAGA_Mask
"1056","1056",359992.2048,5530839.4605,4911,"7",7,,7,No_Esca,7,"7",No_Esca,"7",No_Esca,"7",,"PolygonZM ((359991.5297416 5530839.0676945 202.67 0, 359991.94016578 5530840.19532564 202.67 0, 359992.8798584 5530839.8533055 202.67 0, 359992.469434",0.000625,0.00121104,"0",,,,"1060","14011","4911","1056",4911,6612,4332.14392005466,0.655194180286549,0.747307956218719,0.220741712033132,0.0175170060247183,0.912585377693176,0.895068371668458,0,6660,5394.57319799066,0.809995975674273,0.887285828590393,0.189728836916661,0.156479373574257,0.971981585025787,0.81550221145153,0,6660,5103.63056254387,0.766310895276857,0.867980778217316,0.254026130740123,0.0203194506466389,1.05856597423553,1.0382465235889,0,6660,2829.79266826808,0.424893794034247,0.450532734394073,0.0935609247604119,0.116696253418922,0.609917342662811,0.493221089243889,0,6660,-2829.79266826808,-0.424893794034247,-0.450532734394073,0.0935609247604118,-0.609917342662811,-0.116696253418922,0.493221089243889,0,6660,44808.6140286922,6.72802012442826,6.5209059715271,3.68816157178788,1.03565859794617,23.3194446563721,22.2837860584259,0,6660,7123.00181245804,1.06951979166037,1.11088907718658,0.111493242438299,0.719386577606201,1.1906977891922,0.471311211585999,0,740,13112,17.7189189189189,18,6.24840900129624,6,35,29,0,740,93019,125.701351351351,127,34.3648744035017,49,188,139,0,740,117398,158.645945945946,160,5.35815088084902,138,168,30,0,6660,6760.26693725586,1.01505509568406,1.19435119628906,0.707724748646636,0,1.86079406738281,1.86079406738281,0,"1060","14011","4911","6","9.000000",2.4365561462,"4","5.000000",42.672932633,"6","9.000000",0.0989001932,"6","9.000000",2.4365561462,OBIA_SAGA_Mask
"1057","1057",359991.8988,5530838.2775,4912,"7",7,,7,No_Esca,7,"7",No_Esca,"7",No_Esca,"7",,"PolygonZM ((359991.2237416 5530837.8846945 202.311 0, 359991.63416578 5530839.01232564 202.311 0, 359992.5738584 5530838.6703055 202.311 0, 359992.163",0.000625,0.00121104,"0",,,,"1061","14012","4912","1057",4912,10378,5920.05351185799,0.570442620144343,0.635220110416412,0.200220289288668,0.157709017395973,0.905864596366882,0.748155578970909,0,10508,8156.14458009601,0.776184295783784,0.835926443338394,0.124868117659385,0.403842449188232,0.966723024845123,0.562880575656891,0,10508,6935.44280196726,0.660015493144962,0.720003962516785,0.232164508402804,0.182938486337662,1.05076062679291,0.867822140455246,0,10508,4265.72028392553,0.405949779589411,0.410646378993988,0.0743039225411836,0.257861644029617,0.749445676803589,0.491584032773972,0,10508,-4265.72028392553,-0.405949779589411,-0.410646378993988,0.0743039225411825,-0.749445676803589,-0.257861644029617,0.491584032773972,0,10508,51979.9007028341,4.94669782097774,4.2208399772644,3.15250346252057,1.26364624500275,20.418270111084,19.1546238660812,0,10508,10796.9098386168,1.02749427470659,1.05684435367584,0.0983444034264909,0.785155892372131,1.18601083755493,0.4008549451828,0,1128,13981,12.3945035460993,10,7.55660940339775,4,33,29,0,1128,167650,148.625886524823,156.5,40.6526774143065,50,194,144,0,1128,181238,160.671985815603,163,4.08363742735526,146,168,22,0,10508,4962.42811584473,0.472252390164135,0,0.610181894171054,0,1.81375122070312,1.81375122070312,0,"1061","14012","4912","4","5.000000",1.7986209553,"5","7.000000",43.828731037,"4","5.000000",0.0683370524,"4","5.000000",1.7986209553,OBIA_SAGA_Mask
"1058","1058",359991.5928,5530837.0945,4913,"5",5,,5,No_Esca,5,"5",No_Esca,"5",No_Esca,"5",,"PolygonZM ((359990.9177416 5530836.7016945 201.953 0, 359991.32816578 5530837.82932564 201.953 0, 359992.2678584 5530837.4873055 201.953 0, 359991.857",0.000625,0.00121104,"0",,,,"1062","14013","4913","1058",4913,7190,4123.75352433324,0.573540128558169,0.657863140106201,0.208301931072449,0.103504478931427,0.851413547992706,0.747909069061279,0,7297,5631.78678047657,0.771794817113412,0.848269760608673,0.165385706094512,0.229287594556808,0.950532615184784,0.721245020627975,0,7297,4944.36854343116,0.677589220697706,0.77471387386322,0.235822150698394,0.120062068104744,0.987605094909668,0.867543026804924,0,7297,3036.79088780284,0.416169780430703,0.440968245267868,0.0887469467349993,0.123002663254738,0.605778396129608,0.48277573287487,0,7297,-3036.79088780284,-0.416169780430703,-0.440968245267868,0.088746946734998,-0.605778396129608,-0.123002663254738,0.48277573287487,0,7297,36147.4654375315,4.95374337913272,5.04281759262085,2.5125896888853,1.17316794395447,13.6262836456299,12.4531157016754,0,7297,7563.87198382616,1.03657283593616,1.08121621608734,0.103132205031611,0.761370182037354,1.16758716106415,0.406216979026794,0,783,12277,15.6794380587484,15,6.85318944427062,5,35,30,0,783,106321,135.786717752235,138,35.7987025362007,53,191,138,0,783,124355,158.818646232439,160,4.79812753029169,145,166,21,0,7297,3890.92091369629,0.533221997217526,0.3302001953125,0.582434644836471,0,1.57968139648438,1.57968139648438,0,"1062","14013","4913","4","5.000000",2.6956809892,"3","1.000000",22.454565194,"4","5.000000",0.0831695979,"4","5.000000",2.6956809892,OBIA_SAGA_Mask
